Nome Completo,Endereço,Email,Data de Nascimento,CPF,Telefone
Catarina Almeida,"Estrada Rezende, 88, Madri, 08673017 Souza Grande / ES",gustavo-henriquerezende@lopes.net,1926-06-27,694.270.831-31,+55 (061) 4491-5565
Benjamin Sales,"Sítio de Rocha, 50, Aparecida 7ª Seção, 34786333 das Neves / SE",laisazevedo@bol.com.br,1961-05-30,601.375.892-12,(031) 3441 5964
Sra. Heloísa Silva,"Aeroporto da Cunha, 8, Bonsucesso, 16881-369 Fogaça de Cardoso / ES",vitor62@santos.org,1913-09-05,123.708.954-97,+55 (031) 6294-9628
Dra. Emilly Dias,"Condomínio Milena Almeida, 173, Ernesto Nascimento, 15640-405 Novaes Paulista / AL",anthonycardoso@melo.net,2023-01-31,785.236.941-37,31 5900 7760
Sr. João Pedro Campos,"Recanto Rodrigues, 9, Dom Bosco, 24224738 Araújo / RO",gabriel34@bol.com.br,1939-03-01,657.903.842-00,+55 41 5624-1159
Marcelo Peixoto,"Rua Moraes, 457, Pindura Saia, 49263989 Silva / PR",lsilveira@novaes.br,1968-08-09,689.042.351-89,+55 61 3911-6947
Ana Sophia Azevedo,"Área de da Cruz, 32, Santa Sofia, 60736-172 Araújo / TO",qcastro@melo.br,1970-08-03,407.869.512-49,41 2242 5811
Dr. Miguel Pinto,"Ladeira de Lima, 49, Vila Tirol, 19398771 Mendes da Mata / SE",luizacunha@moreira.net,1929-10-26,189.273.645-46,+55 (041) 5155 6227
Anthony da Rosa,"Morro de Duarte, 19, Dom Cabral, 89116-960 Porto Grande / RJ",valentinalopes@uol.com.br,1945-01-13,910.673.542-80,0300-326-0666
Leandro Cardoso,"Rua Sofia Santos, 3, Baleia, 70759-238 Cardoso / CE",emanuelda-costa@ig.com.br,1984-07-20,547.983.016-39,+55 51 1534 6654
Sr. Pedro Henrique Peixoto,"Setor de da Luz, 12, Conjunto Providencia, 65870947 Gomes do Galho / AL",nataliamelo@uol.com.br,2022-08-15,109.273.468-69,84 5237-9267
Maria Alice da Cunha,"Jardim de Souza, 812, Esplanada, 72396-065 Cunha da Serra / SE",da-cunhalorena@monteiro.com,1983-06-09,614.520.893-70,+55 51 3959 1961
Ana Beatriz Gonçalves,"Fazenda Jesus, 52, Xodo-Marize, 83210545 Cunha / AM",luiz-felipecunha@yahoo.com.br,1970-11-09,293.546.081-24,84 2802-0273
Nina da Paz,"Ladeira Pinto, 6, Jardim Leblon, 80874722 Porto / RJ",da-pazenrico@ig.com.br,1972-03-14,108.549.637-66,+55 51 0148 2267
Clarice Melo,"Residencial de da Paz, 69, Vila Formosa, 64129-800 das Neves de Pires / PA",joao-vitorfogaca@castro.com,1977-01-22,320.649.187-87,(084) 6471-4129
Beatriz Campos,"Trecho Ana Laura Viana, 684, Aarão Reis, 21005167 Martins / BA",beniciosilva@barros.br,1975-10-14,013.426.785-08,41 1975 2092
Srta. Nina Duarte,"Condomínio Fogaça, 66, Horto, 31047428 das Neves das Flores / MG",raquel56@gmail.com,1988-09-25,158.372.469-91,+55 21 8114-8260
Mariana Nogueira,"Trevo de Nunes, 611, Vila Da Ária, 58975-115 Correia / BA",ocorreia@hotmail.com,1926-11-27,650.173.249-25,(084) 0081 1559
Rafaela Nogueira,"Praça de Azevedo, 756, Beira Linha, 56774066 Rocha das Pedras / RS",cecilia73@dias.org,2016-11-21,217.460.358-62,(051) 4454-6112
Laura Vieira,"Morro Benjamin Campos, 40, Túnel De Ibirité, 49438222 Fogaça / MA",cardosoyago@hotmail.com,1927-03-29,127.935.480-14,(084) 6080 1915
Pedro Henrique Castro,"Lago Benício Pires, 88, Pedreira Padro Lopes, 09380069 da Rocha Grande / BA",da-rosagabriel@uol.com.br,1951-09-27,458.760.219-11,61 2169 3600
Lívia Freitas,"Residencial de da Costa, 477, Vila Antena Montanhês, 26533723 Teixeira / BA",jesusraul@da.com,1976-08-16,409.673.251-61,+55 (051) 5206-7175
Luiz Henrique Cardoso,"Núcleo Moraes, Anchieta, 36711-928 Gonçalves de Gonçalves / SE",azevedodiogo@monteiro.com,1938-06-05,534.980.762-56,51 9070 5008
Srta. Maria Eduarda Duarte,"Avenida Helena Lima, 67, Vila Paraíso, 01501-883 Martins da Prata / CE",barbosaerick@castro.com,1961-04-22,861.549.703-66,0900-098-9074
Laura Oliveira,"Trecho Caio Pereira, 275, Jardim Leblon, 10821676 da Cunha da Prata / PB",zduarte@yahoo.com.br,2017-09-03,375.981.620-77,11 4004-9013
Catarina Alves,"Feira Enzo Peixoto, Vila Piratininga, 16025-214 da Cruz do Norte / TO",ysouza@silva.br,1944-11-22,618.342.057-35,61 2868 4162
Pietra Santos,"Rua Calebe Ferreira, Vila São Gabriel, 20996-288 Moura de Cavalcanti / MA",osales@novaes.br,1933-12-26,762.413.089-04,(031) 2830-1893
Dra. Carolina Nogueira,"Passarela Ana Lívia Pereira, Madre Gertrudes, 15427-961 Cardoso das Flores / RR",oliviada-cruz@pires.br,2008-04-14,082.943.671-50,(011) 8111-9403
Manuela Moreira,"Ladeira Novaes, 20, Vila Maloca, 07659855 Duarte / BA",lunarezende@ribeiro.com,1988-10-30,483.126.705-80,(021) 3607 8095
Mariane da Mota,"Distrito de Duarte, 7, Lagoa, 53441-797 Pires de Monteiro / RO",yasmindias@sales.br,1926-10-07,357.810.246-62,81 3569-4637
Cauê Fogaça,"Lagoa Elisa Jesus, 9, Vila Calafate, 17367-813 Santos / RR",rezendemelissa@bol.com.br,1959-02-26,143.569.087-75,+55 41 5237 3244
Sr. Lorenzo Peixoto,"Lagoa Mendes, 25, Vila Bandeirantes, 52301-358 Teixeira da Serra / RJ",castrojoao-gabriel@ig.com.br,1955-01-22,165.942.038-51,+55 41 6898 2193
Ana Vitória Gomes,"Viela Novaes, 2, Estoril, 99211162 Jesus / CE",maysaramos@aragao.org,1981-01-24,325.894.617-55,+55 41 8883 5985
Dr. Lucca da Conceição,"Condomínio Vitor Hugo Ramos, 11, Corumbiara, 86297431 Duarte / AM",diasisabella@yahoo.com.br,2004-06-21,953.478.210-60,+55 31 7339-9460
Ana Vitória da Luz,"Setor de Ramos, 83, Monsenhor Messias, 68030678 Costela / RN",nporto@ig.com.br,2005-01-30,031.785.429-14,+55 51 3779 1079
Eduarda Novaes,"Estrada Caldeira, 75, Conjunto Jardim Filadélfia, 65197-268 da Rosa / RS",castromaria-julia@uol.com.br,2000-03-20,679.085.134-84,71 9962-7439
Caio Campos,"Avenida Sarah Vieira, 296, Vila Paris, 55268-568 Campos / AC",melissacardoso@hotmail.com,2011-06-29,036.154.782-07,+55 (061) 5025 9007
Sra. Emanuella da Mata,"Rua de Lopes, Lagoinha, 91944-801 da Mata de da Rosa / RN",castrolarissa@da.net,2013-07-04,169.854.207-02,41 8798 4652
Kaique Rodrigues,"Rua de Peixoto, 47, Santo Agostinho, 68400268 da Luz / RR",luiz-felipearaujo@bol.com.br,1961-12-28,260.831.974-22,41 9588 0292
Ana Luiza Martins,"Chácara Murilo Nascimento, 52, Vila Santa Monica 1ª Seção, 42787307 Fogaça Grande / AM",danilo31@alves.br,1931-05-04,928.036.547-92,+55 (061) 2049 0495
Dra. Sophie Cunha,"Rodovia de Viana, 500, Havaí, 61510940 Pereira / SP",maria-fernanda94@hotmail.com,1909-01-21,023.169.758-95,+55 21 7921 0957
Igor Cunha,"Lago Lima, 2, Lorena, 92142782 da Mata da Mata / MG",jaragao@gmail.com,1910-09-28,720.936.518-40,+55 (041) 3100-4271
Marcela Rezende,"Lagoa de Rezende, 30, Marilandia, 21906463 Novaes dos Dourados / TO",duarteana-laura@ribeiro.org,2023-03-30,534.091.276-07,+55 (084) 1110-1548
Sr. Lucas Gabriel Nascimento,"Praça de Silveira, 47, Virgínia, 27754619 Souza do Sul / MG",viniciuspereira@uol.com.br,2014-07-18,182.657.043-80,71 7751-5570
Juliana Pereira,"Alameda Lucca Viana, 37, Bom Jesus, 24559-830 Freitas / AP",larissa33@hotmail.com,1944-12-06,360.295.148-06,31 0433-4747
Rebeca Barbosa,"Favela Lopes, 6, Padre Eustáquio, 46872-794 Campos do Galho / RN",kferreira@rocha.com,1999-12-30,281.763.409-87,31 0095 3711
João Lucas das Neves,"Feira Ana Laura Silva, 3, Cinquentenário, 03864600 Fogaça da Prata / MT",monteirostella@vieira.com,1964-07-28,902.713.645-99,61 2769-4580
Dra. Sophia Teixeira,"Colônia de Cardoso, 2, Eymard, 06131370 Barros de das Neves / RO",leviaraujo@yahoo.com.br,1982-03-28,063.819.245-51,+55 61 5511-1334
Letícia da Rosa,"Ladeira da Luz, 3, Vila São Rafael, 43464789 da Mata / PR",fda-rocha@gmail.com,2021-12-28,048.953.627-10,+55 11 5478 9644
Sra. Evelyn Lima,"Rodovia Maria da Cunha, 97, Ápia, 53386398 Cardoso / MG",valentina73@bol.com.br,1929-08-31,839.021.745-79,+55 (031) 3178-8593
Ana Lívia Dias,"Setor Pereira, 13, Santo Antônio, 59552-319 Jesus do Sul / AP",thalesgomes@ig.com.br,1937-04-06,641.230.875-07,+55 (041) 8363-6064
Luana Monteiro,"Chácara Daniela Araújo, 3, Vila Novo São Lucas, 28133108 Gonçalves / PB",martinslucas@cardoso.br,1946-04-21,802.749.635-74,51 3161 4202
Pietro Pinto,"Alameda Milena Silva, 9, Santa Branca, 45174-687 Oliveira / MG",joao-vitor79@pires.com,1936-01-31,358.049.162-89,(041) 6875 2892
Sr. Breno Dias,"Lago Maria Luiza Martins, Santa Lúcia, 21209-270 Porto / AL",roliveira@hotmail.com,1921-11-03,059.137.264-99,+55 (084) 8144 6678
João Pedro Fernandes,"Lagoa de Mendes, 20, Morro Dos Macacos, 55590937 da Costa de Minas / PA",fogacapietra@ig.com.br,1910-07-25,249.071.538-05,+55 21 6349-2871
Yuri Jesus,"Rodovia Erick Sales, 217, Tupi B, 37340-685 da Cruz / AM",pereiraheitor@bol.com.br,1930-12-24,498.506.273-10,+55 81 6587 0882
Sra. Letícia das Neves,"Largo Melo, 679, Vila De Sá, 45423822 Moreira / AP",caroline88@freitas.net,1923-08-17,271.498.056-20,+55 71 4578 3858
Murilo Mendes,"Colônia Lívia da Luz, 52, Vila Sumaré, 64093-817 Barbosa / RN",maysafreitas@cardoso.com,1931-04-03,385.046.792-92,+55 (031) 6458-8527
Leandro Martins,"Lago Araújo, 8, Jaqueline, 11073-416 Rocha / SC",valentina50@gmail.com,1950-10-01,621.078.459-30,0900 165 8113
Brenda Costela,"Largo de das Neves, 230, Novo Glória, 09610-420 Aragão / SC",ycaldeira@gmail.com,1994-03-19,682.403.719-22,21 1699-4482
Alice Cardoso,"Lago de da Luz, 77, Santa Helena, 31586-007 Barbosa Grande / AP",maria-cecilia96@hotmail.com,2000-03-14,547.698.230-29,31 2043 4977
Rodrigo Martins,"Aeroporto de da Rosa, Vila Coqueiral, 38567-341 Silveira Grande / PE",vitoriadas-neves@ig.com.br,1914-01-29,420.867.539-00,+55 81 4334-2750
Anthony Costa,"Parque Caldeira, 5, Vila Calafate, 11418796 Barbosa dos Dourados / PB",rafaelasilva@fernandes.com,1963-11-27,452.368.910-51,+55 71 2502-4643
André Barros,"Esplanada Evelyn Freitas, 969, Jardim Felicidade, 11573-290 da Mata de Lopes / CE",juanrezende@nogueira.com,1961-12-06,835.791.426-82,(041) 1191 0999
Caroline da Cunha,"Parque de Ribeiro, 90, Carlos Prates, 29491-643 da Mota / PB",joao-guilherme89@uol.com.br,1909-05-08,741.295.306-07,+55 71 3757 5563
Srta. Catarina Fogaça,"Chácara de Campos, 93, Beija Flor, 11432-867 Cunha de Cardoso / DF",lda-luz@uol.com.br,1966-10-09,239.645.170-70,(041) 4661 9059
Mariana Novaes,"Parque de Azevedo, 8, Beira Linha, 40080-789 da Rocha / ES",antonioporto@yahoo.com.br,1919-09-24,321.945.760-61,(041) 8070-3711
Nathan Caldeira,"Trecho Isabelly Campos, 66, Esplanada, 71889048 da Rosa / PB",fariascamila@uol.com.br,1988-10-25,342.157.698-09,0300-901-7363
Lavínia Gomes,"Travessa Diogo Nunes, 480, Granja De Freitas, 55201-669 Farias de Fernandes / RS",ana01@vieira.br,1982-03-10,286.397.045-38,0500-731-9589
Lucca Costa,"Vereda de Pires, 8, Vila Nova Dos Milionarios, 12371-183 Pinto de Fernandes / ES",joao-miguelbarros@ig.com.br,1922-10-28,764.038.215-71,+55 (011) 9242-2700
João Felipe Duarte,"Fazenda de Ferreira, 21, Vila Calafate, 78059066 Cavalcanti da Prata / PA",da-mataemanuella@vieira.com,1988-06-10,587.412.036-07,+55 51 0352 3768
Marina Costa,"Estação Pinto, 6, Pantanal, 93546-359 Nogueira / SP",ana-julia40@novaes.br,2019-07-22,015.283.479-60,(041) 7801 4004
Isabel Moraes,"Praia Vitor Hugo Pereira, 339, Bela Vitoria, 08737322 Souza das Flores / MS",luiz-miguelvieira@ig.com.br,1996-07-21,857.694.213-55,+55 11 3385-6420
Luiz Fernando Azevedo,"Estação de Costa, 6, Palmares, 02660-111 Alves de Vieira / GO",nicole82@yahoo.com.br,1973-07-30,516.402.937-52,+55 21 7120 0856
Dr. Gustavo Fernandes,"Vale de Azevedo, 74, Xangri-Lá, 69331-251 Souza de Monteiro / RS",ericksilva@fogaca.com,1982-02-24,643.790.521-25,+55 (031) 2242-5510
Sr. Guilherme da Paz,"Praia de Castro, 8, Bonsucesso, 04749817 Viana / RS",silveiraalicia@ig.com.br,2001-07-01,608.432.957-83,0900 619 8443
João Gabriel Cardoso,"Morro Caroline Silveira, 8, Petropolis, 80050-469 Pereira / PE",da-mataana@gomes.br,2011-07-05,317.098.246-03,84 4886 1448
João Guilherme Rodrigues,"Trecho de Moreira, 59, Conjunto Providencia, 92707-720 Porto / RO",efogaca@gmail.com,1930-07-01,486.750.129-85,(011) 1186-3375
Sophia Lima,"Conjunto de Lima, 294, Unidas, 04483-401 Lopes / PI",camila66@gmail.com,1944-12-19,320.849.651-60,81 5090 9356
Danilo da Mata,"Alameda Pinto, 37, Olhos D'água, 11168-981 Barros Grande / AL",esther55@dias.org,1924-02-17,692.374.051-70,+55 81 5036 9406
Emanuelly Souza,"Conjunto Martins, 1, João Paulo Ii, 69578-757 da Cunha de Rezende / RJ",sporto@duarte.com,1941-07-26,524.167.390-34,51 4283 4174
Clarice Azevedo,"Esplanada de das Neves, Conjunto Lagoa, 50720632 da Cunha / SE",yagoramos@ramos.net,1924-03-12,602.183.594-89,(084) 7257 2988
Marcela Araújo,"Conjunto Moreira, 40, Vila Copasa, 00904680 Almeida do Campo / PB",zdas-neves@caldeira.br,2022-04-25,406.387.529-65,+55 (084) 2632-3683
Mirella Martins,"Quadra de Fogaça, Palmeiras, 97275870 Oliveira / GO",xdas-neves@ig.com.br,1980-10-31,756.928.401-11,+55 (081) 9972 4711
Lucas Gabriel Caldeira,"Vereda Moreira, 33, Parque São José, 12663241 Viana de Minas / PI",piresjoana@araujo.com,1925-10-18,129.754.306-80,81 4456-1827
Mariane Lopes,"Vila de Ferreira, 80, Vila Trinta E Um De Março, 14329603 da Mota da Mata / TO",fpeixoto@nascimento.br,1943-02-22,492.086.715-85,+55 (021) 8374-9259
Juan da Rosa,"Feira Caroline Barros, 956, Lorena, 47036-706 Barros / AP",laramoraes@das.br,1992-08-22,358.179.046-75,+55 (051) 5971-8204
Sra. Luana Moraes,"Viaduto Barbosa, 56, Ápia, 79385933 da Paz / CE",cardosoeduarda@uol.com.br,1980-05-25,675.124.309-06,81 6554-7755
Melissa Nascimento,"Via Campos, 108, Jaraguá, 86273055 Nascimento / DF",pedro-miguelfernandes@carvalho.com,2020-07-28,125.468.079-94,+55 (011) 5141-6621
Alice da Cruz,"Avenida de Castro, 97, Engenho Nogueira, 15062-343 Nascimento de Lima / RJ",leticia55@costa.com,1978-03-19,920.617.485-11,+55 (084) 3788-1529
João Guilherme Correia,"Aeroporto Silveira, 1, Madri, 02443-087 Souza de Minas / GO",daniela32@yahoo.com.br,1910-11-04,492.780.315-50,+55 (041) 0887-2386
Evelyn da Rocha,"Trecho Renan Castro, 82, Minas Brasil, 25243103 Gomes de Caldeira / RS",ramosgabriel@pereira.net,1983-07-25,678.491.350-75,+55 (084) 7908 5778
Heitor Rezende,"Feira João Lucas Araújo, 51, Trevo, 40618204 da Rosa / SE",ana-julia17@uol.com.br,1981-06-07,319.045.826-05,(041) 2863-4181
João Pedro da Mota,"Condomínio Amanda Ramos, 9, Paulo Vi, 17962197 Vieira de Gomes / DF",isouza@da.net,1915-04-17,398.654.720-74,71 0830 9312
Thales Moraes,"Pátio de Melo, 36, São Cristóvão, 53368213 da Rocha do Galho / AP",souzamarcos-vinicius@da.com,1911-12-24,540.163.928-70,(031) 0521 8853
Sra. Natália Peixoto,"Jardim Emilly Melo, Alto Barroca, 73815-069 da Conceição / RN",miguel91@da.com,1945-09-01,705.943.621-99,+55 (081) 5046-2167
Ana Beatriz Teixeira,"Largo de da Rosa, 940, Boa União 1ª Seção, 19733-731 da Rocha de Minas / PR",cunhalarissa@yahoo.com.br,1977-12-30,953.460.712-61,21 6186-8321
Sarah Mendes,"Morro Pedro Miguel Santos, 140, Confisco, 99724992 Fogaça / DF",levigomes@ribeiro.com,1988-09-04,412.953.780-60,+55 81 3593-5889
Maria Farias,"Pátio Freitas, 71, Senhor Dos Passos, 13725-362 Teixeira de Moreira / RS",calebe01@yahoo.com.br,1972-06-30,825.490.371-97,+55 21 2074 0905
Luana Nogueira,"Área Rezende, 993, Vila Aeroporto, 04020-152 Caldeira / ES",arthurcaldeira@dias.br,1976-10-26,092.317.586-59,+55 (041) 9517-6850
Davi Lucas Oliveira,"Largo Silva, 67, Belvedere, 00562-478 da Cunha / PA",marcos-viniciusjesus@yahoo.com.br,1991-05-14,473.602.159-43,(021) 2672 1503
Kevin Mendes,"Favela de Alves, 6, Santa Helena, 84679018 Pires Alegre / SC",vcostela@hotmail.com,1938-02-18,927.085.164-85,0800 335 0315
Davi Luiz Correia,"Rodovia Sophie Silva, 13, Varzea Da Palma, 59973-933 Cunha / AC",santosclarice@ramos.net,1912-12-14,708.352.196-40,+55 (051) 5175-3223
Alexia Carvalho,"Lagoa Davi Lucca Pereira, 17, Renascença, 35860970 da Costa / TO",ufarias@hotmail.com,1944-04-13,375.618.409-93,(081) 0694 0367
Thomas Moura,"Estrada de Farias, 80, Solimoes, 98343-148 da Costa / PI",alice29@uol.com.br,1969-11-17,508.472.319-41,0300-431-2691
Thomas Gomes,"Jardim de Lima, 72, Capitão Eduardo, 75886-117 Duarte de Silveira / PB",brunorocha@hotmail.com,1962-02-17,068.574.129-01,+55 21 2059 9947
Miguel da Rocha,"Vila Fogaça, 7, Barreiro, 69449-010 da Rocha de Nascimento / AL",mgoncalves@costela.com,1989-04-06,864.031.275-35,+55 (051) 2325-0932
Sra. Sofia da Rosa,"Vale Oliveira, 342, Monte Azul, 48215559 Costela / PE",xfreitas@moraes.br,1952-06-09,903.541.867-01,41 6846-3469
Clara Gonçalves,"Alameda Emanuelly Moraes, 38, Ademar Maldonado, 09227-075 Fernandes / MA",isabel24@uol.com.br,1994-05-16,983.547.126-64,+55 71 5293-9343
João Vitor Cardoso,"Sítio Maria Vieira, 4, Santa Sofia, 72101-119 da Rosa da Mata / RR",bviana@yahoo.com.br,1950-02-07,813.756.409-84,(031) 9592-0063
Amanda Silveira,"Distrito de Peixoto, 42, São Francisco, 04407982 Mendes da Praia / AL",rezendecaue@cardoso.com,2016-08-12,924.387.056-47,0500 326 7611
Benjamin da Rosa,"Morro Gabriel Mendes, São Bento, 03473978 Fernandes da Prata / MG",miguel76@da.org,1964-10-23,124.893.057-60,0800-046-2264
Amanda Viana,"Trecho Ana Clara Sales, 30, Canaa, 39963-213 Caldeira das Pedras / MG",bda-mota@gmail.com,1947-08-12,259.473.086-65,(031) 8242 0944
Joana Gomes,"Aeroporto Ferreira, 956, Jardinópolis, 09268875 Nogueira dos Dourados / AP",beniciopereira@gmail.com,2019-11-25,754.628.301-90,+55 (071) 8830 2643
Thales Cardoso,"Jardim Dias, 9, Belvedere, 64281-010 Ferreira / MG",juliacavalcanti@rezende.com,1958-11-26,163.748.925-00,(071) 7686 8994
Mirella da Cunha,"Avenida Juan Azevedo, 70, Vila Copacabana, 95678777 Rezende de da Luz / RS",pereiraleticia@da.com,2008-10-22,713.240.965-43,+55 51 9348 3367
Sra. Olivia Freitas,"Viela Rocha, 6, Jardim Felicidade, 72303-929 Castro de da Rocha / ES",emanuelly34@teixeira.br,1988-11-13,810.256.734-17,+55 (081) 7035 9292
Alice Cardoso,"Vila Ferreira, 5, São Marcos, 93254-466 Farias da Mata / RN",gomesmaria@silveira.com,1947-05-18,879.425.130-41,(084) 4723-6113
Renan da Cruz,"Praia Diego Araújo, 28, Antonio Ribeiro De Abreu 1ª Seção, 92086991 Barros do Galho / AC",luiz-otavioalmeida@hotmail.com,1925-04-27,863.510.472-26,(061) 1935 3344
Pedro Henrique Rodrigues,"Esplanada de Mendes, Vila Piratininga, 67959508 Carvalho do Galho / PA",ssilva@da.com,1952-10-10,725.380.614-07,+55 (081) 2762 9616
Gabrielly Farias,"Viaduto Giovanna Vieira, Santa Sofia, 87315-245 Lima / MT",rodriguesana@souza.com,1954-08-07,546.023.871-44,+55 71 3249 1629
Milena Novaes,"Jardim Antônio Teixeira, 88, Alípio De Melo, 95831088 Silveira / AM",brenda69@peixoto.br,1959-02-13,687.490.325-00,(081) 4826 8845
Rafaela Nogueira,"Pátio de da Mata, 95, Nossa Senhora Da Conceição, 42810418 Peixoto / ES",duartepietra@ferreira.com,1931-11-08,589.317.462-37,+55 (021) 9275-6503
Enzo Pereira,"Conjunto Novaes, 21, Santa Tereza, 30506552 Melo do Norte / SC",zsales@bol.com.br,1944-10-16,321.890.457-97,11 6927 8406
André Moura,"Recanto Azevedo, Baleia, 30391004 Moreira dos Dourados / BA",antonioalves@freitas.org,2016-04-25,086.312.947-13,31 5906 2868
Murilo Cardoso,"Lago Silva, 8, Marçola, 90090677 da Paz Verde / ES",luiz-henrique49@ig.com.br,1917-12-28,872.419.603-78,+55 (041) 7547-1053
Lívia Fogaça,"Jardim de Peixoto, 886, Conjunto Paulo Vi, 74528192 Azevedo / RR",gnogueira@uol.com.br,1920-03-25,389.514.207-79,+55 84 4464 2504
Diogo Costa,"Jardim de da Conceição, 12, Vila Independencia 3ª Seção, 13117602 da Rosa do Galho / RR",vieiraluigi@nascimento.br,2021-06-17,374.082.196-50,81 7995-0047
Bernardo Novaes,"Morro de Oliveira, 84, Ermelinda, 45355348 Cunha / PR",lcaldeira@ig.com.br,1925-11-17,981.674.052-49,21 6757 5919
Isabel Rodrigues,"Jardim Bernardo Cardoso, 55, Vila Jardim Alvorada, 76489871 Viana da Serra / DF",ianmoreira@alves.com,1986-06-09,015.826.479-76,(021) 5151-0036
Joaquim Moreira,"Estrada de Azevedo, 80, Vila Pinho, 15599581 Dias / MS",sophia41@uol.com.br,1990-03-17,569.843.701-75,0500-072-7978
Luana Jesus,"Trevo Otávio Melo, Vila Cloris, 05267563 Barros de Minas / BA",costabenjamin@rezende.com,1984-08-07,812.043.567-26,61 1218-2681
Dra. Ana Beatriz Cardoso,"Travessa da Rocha, Santa Branca, 58716716 Freitas / AM",hcardoso@da.com,1915-07-10,710.286.934-78,(061) 3943 7850
Ian Alves,"Rodovia de Nogueira, 45, Acaiaca, 97176451 da Cruz da Serra / AP",kaique80@oliveira.br,1909-12-16,317.526.048-90,11 6049 2243
Yasmin Araújo,"Parque Cardoso, 3, Santa Rosa, 44551911 Fernandes / SE",enzo74@yahoo.com.br,1962-11-15,798.465.103-57,+55 31 1901 8933
Agatha Nascimento,"Lago de Ramos, 33, Confisco, 84918450 da Mota do Norte / AP",leonardonascimento@da.br,1935-10-01,619.704.852-30,31 7153-9326
Alana Gonçalves,"Parque Porto, 40, Vila Puc, 60392538 Cardoso da Praia / RS",vieiraana-livia@yahoo.com.br,1962-12-19,180.497.635-01,+55 41 0733 9607
Juan Alves,"Chácara de Caldeira, 23, Trevo, 60032-158 Teixeira de Santos / RS",raquelmoraes@da.br,1925-06-14,471.836.502-35,+55 84 3578 6998
Vitor Hugo Santos,"Estação Isabel Vieira, 66, Lindéia, 09054-767 Duarte / GO",cunhaluna@bol.com.br,1991-11-21,705.963.214-06,21 9930-4152
Breno Correia,"Travessa Helena da Rocha, 67, Vila Das Oliveiras, 46996711 Novaes / AL",tcardoso@yahoo.com.br,1927-08-16,298.674.513-09,+55 (021) 1336 7536
Júlia da Paz,"Parque de Fernandes, 8, Nova Vista, 60561821 Costa do Norte / BA",wda-mata@da.br,1938-09-05,309.625.487-74,+55 61 2366-6683
Lucas Cavalcanti,"Vereda Marcos Vinicius Rezende, 518, Conjunto Bonsucesso, 30652-616 Vieira da Prata / RS",bruno74@gmail.com,1983-01-26,861.204.597-58,+55 (051) 6371-0371
Miguel das Neves,"Praia Rocha, Dom Silverio, 20681234 Monteiro do Galho / RJ",thales84@campos.br,2002-02-08,019.847.256-02,+55 11 2029-2974
Dr. João Vitor Jesus,"Campo Marcos Vinicius da Rosa, 30, Vitoria, 92287-060 Lima do Galho / RO",evieira@lopes.org,1964-02-09,476.021.935-80,81 8471-7439
Agatha Cavalcanti,"Vereda Breno Ramos, 77, São Cristóvão, 14462055 Lima do Amparo / GO",gabriellyda-paz@correia.br,2021-03-13,012.684.735-53,+55 (031) 6598 0736
Samuel Viana,"Viaduto Teixeira, 43, São Benedito, 90135-073 da Costa / RN",da-conceicaovinicius@uol.com.br,1991-04-02,419.862.350-33,+55 21 3301-3584
Thiago Carvalho,"Viela da Rocha, 6, Vila Santa Monica 2ª Seção, 75569458 Oliveira do Oeste / AM",rafaelsales@uol.com.br,1951-01-21,731.625.408-44,(051) 3532-0171
Samuel Cavalcanti,"Rua de Monteiro, 508, Vila Satélite, 68501-445 Cardoso / SP",natalia54@bol.com.br,1913-12-06,845.631.270-35,(061) 6228 9416
Srta. Júlia Correia,"Morro Gustavo Moura, Ermelinda, 73075240 Moura de Minas / ES",avieira@cavalcanti.br,1963-02-14,084.267.519-11,+55 (031) 1776-4975
Luiz Miguel Nogueira,"Sítio Luiz Felipe Cavalcanti, 9, Conjunto Novo Dom Bosco, 18525800 Vieira / AM",da-matasabrina@yahoo.com.br,2024-06-25,546.139.027-70,+55 (031) 1387-1117
Sra. Alana Dias,"Campo de Gonçalves, 32, Vila Maria, 09405053 Martins / ES",vfernandes@da.com,1984-06-16,584.329.761-64,71 3734-3940
Yago Martins,"Pátio Luiz Otávio da Rocha, 29, Vila Santa Monica 1ª Seção, 09126-434 Monteiro / RO",milenadas-neves@hotmail.com,1984-07-11,769.538.401-10,+55 31 7793 4409
Cauê Caldeira,"Passarela de Aragão, 55, Nossa Senhora Aparecida, 46156841 da Paz da Mata / DF",isaacpeixoto@ig.com.br,1987-02-02,354.027.189-97,+55 (021) 3511 3861
Sarah Martins,"Avenida de Cardoso, 86, Nova America, 97913-463 Moura de Farias / DF",leandro35@caldeira.br,1966-05-09,716.238.549-46,(011) 9468 4636
Vicente Lima,"Parque da Rosa, 8, Nova Vista, 57277-993 Alves dos Dourados / AM",peixotovitor-hugo@gmail.com,1964-12-15,470.965.312-70,+55 71 1592-8890
Dra. Evelyn Dias,"Lago Carolina Novaes, 32, Liberdade, 64017896 Gonçalves de Minas / AL",piresjulia@hotmail.com,1928-04-28,172.609.543-61,+55 (084) 0176-2648
Beatriz Azevedo,"Morro de Costa, 55, Taquaril, 91142069 Santos / BA",isabella12@ig.com.br,1979-10-17,984.310.765-93,(084) 1463-0588
Maria Eduarda Caldeira,"Travessa de Rocha, 2, Minas Caixa, 26234-239 Farias da Mata / AP",benicio23@da.com,1984-09-26,468.701.325-26,+55 (021) 4816 9065
